Asus,4,Full HD,2,1,7,35.56,1.8,8,256,1.25,1396
HP,4,Full HD,2,1,5,35.56,2.7,4,256,1.48,1374
HP,3,Full HD,1,1,5,39.624,1.6,6,256,1.91,786
Acer,3,IPS Panel,3,1,5,43.18,1.6,4,256,3,1023
Dell,3,Full HD,1,1,5,39.624,1.6,8,256,2.13,925
Lenovo,1,IPS Panel,3,1,7,38.1,2.8,16,256,2.5,1371
Acer,3,IPS Panel,3,1,5,43.18,1.6,8,256,3,1085
Huawei,4,IPS Panel,2,1,5,33.02,2.5,8,256,1.05,1714
HP,3,Full HD,3,1,5,43.942,1.6,8,256,2.5,1172
Dell,4,Full HD,2,1,5,33.782,1.6,8,256,?,1777
Acer,4,IPS Panel,2,1,5,33.02,1.2,8,256,1.12,1256
HP,3,Full HD,3,1,7,43.942,1.8,8,256,2.5,1327
Dell,4,Full HD,2,1,7,33.782,1.8,8,256,1.2,1841
Dell,4,IPS Panel,1,1,7,33.02,1.8,8,256,1.4,1184
HP,3,Full HD,3,1,7,35.56,1.8,8,256,1.63,1310
Dell,4,Full HD,2,1,5,35.56,1.6,8,256,1.6,1460
Dell,3,Full HD,1,2,5,39.624,1.6,8,256,2.2,860
Toshiba,4,Full HD,2,1,7,33.782,2.5,8,256,1.2,1731
Acer,3,Full HD,3,1,7,39.624,2.7,8,256,2.2,1057
Asus,3,Full HD,3,1,5,39.624,2.5,8,256,2,977
Dell,3,Full HD,2,1,5,35.56,2.5,8,256,1.6,1091
Dell,3,Full HD,1,2,7,39.624,2.7,16,256,?,1142
Acer,1,IPS Panel,3,1,5,38.1,2.5,8,256,2.5,1075
Dell,1,Full HD,3,1,5,39.624,2.5,8,256,2.56,1117
Asus,1,Full HD,3,1,7,43.942,2.9,16,256,3.6,3810
Acer,3,IPS Panel,3,1,3,43.18,2.7,4,256,3,892
Dell,4,Full HD,2,1,5,33.782,1.6,8,256,1.41,1206
Lenovo,3,Full HD,2,1,7,39.624,1.8,8,256,2.05,1118
Dell,3,Full HD,1,2,7,39.624,1.8,8,256,?,934
Lenovo,1,IPS Panel,3,1,5,38.1,2.5,8,256,2.5,1053
Lenovo,3,Full HD,2,1,5,39.624,2.5,6,256,2.2,735
Acer,3,IPS Panel,3,1,7,38.1,1.8,8,256,3,1208
Lenovo,3,IPS Panel,2,1,7,38.1,2.7,8,256,1.95,1394
Asus,4,Full HD,3,1,5,39.624,2.5,8,256,1.7,1241
Dell,3,Full HD,3,1,7,39.624,2.8,8,256,2,2323
Lenovo,3,Full HD,2,1,5,39.624,1.6,8,256,2.05,939
Acer,3,Full HD,3,2,7,39.624,2.8,8,256,2.5,1244
Dell,5,Full HD,3,1,7,43.942,2.9,16,256,3.42,3665
Toshiba,3,IPS Panel,3,1,7,38.1,2.5,8,256,2.2,1325
Lenovo,3,IPS Panel,2,1,5,33.02,2.5,8,256,1.1,1269
HP,3,Full HD,2,1,5,35.56,2.5,8,256,1.95,1245
HP,3,Full HD,2,1,7,35.56,2.7,8,256,1.48,1641
Asus,3,Full HD,2,1,7,35.56,2.7,8,256,2,1390
Asus,4,Full HD,3,1,7,39.624,2.7,8,256,1.7,1334
HP,4,Full HD,2,1,7,31.75,2.7,8,256,1.26,1696
Toshiba,3,IPS Panel,2,1,5,38.1,2.5,8,256,2,1198
Asus,1,Full HD,3,1,7,39.624,2.8,8,256,2.5,1269
HP,3,Full HD,2,1,5,35.56,2.6,8,256,1.48,1611
HP,3,Full HD,2,1,5,39.624,2.5,8,256,1.84,1453
Dell,3,Full HD,3,1,5,39.624,1.6,8,256,2,1452
Dell,4,Full HD,2,1,7,33.782,1.8,8,256,1.2,2006
HP,3,Full HD,2,1,7,39.624,2.7,8,256,1.84,1656
HP,5,Full HD,3,1,7,39.624,2.8,8,256,2.6,2208
Dell,3,Full HD,2,1,5,35.56,2.6,8,256,1.36,1813
Asus,3,Full HD,2,1,5,35.56,2.5,8,256,2,1200
Dell,3,Full HD,1,1,7,39.624,2.7,8,256,2.33,1142
HP,4,IPS Panel,2,1,7,35.56,2.7,8,256,1.36,2223
Lenovo,3,IPS Panel,3,1,5,35.56,2.5,8,256,1.5,1396
Lenovo,3,IPS Panel,2,1,3,33.02,2.4,4,128,1.5,697
Dell,5,IPS Panel,3,1,7,38.1,2.7,8,256,2,2712
MSI,1,Full HD,3,1,7,43.942,2.8,8,256,2.7,1714
Dell,3,Full HD,1,2,7,39.624,2.7,8,256,2.33,989
Lenovo,3,IPS Panel,1,1,7,38.1,1.8,8,256,2.1,1562
Lenovo,3,IPS Panel,2,1,5,35.56,2.5,8,256,1.9,1192
Acer,3,Full HD,3,2,7,39.624,2.8,8,256,2.5,1117
Dell,3,Full HD,1,2,5,39.624,2.5,4,256,2.3,761
HP,4,Full HD,2,1,7,35.56,2.5,8,256,1.43,1905
Lenovo,4,IPS Panel,1,1,7,35.56,1.8,8,256,1.75,1544
HP,3,Full HD,2,1,7,39.624,2.9,8,256,2.31,1813
Dell,4,Full HD,2,2,7,35.56,2.8,8,256,1.6,1396
Lenovo,3,IPS Panel,2,1,7,33.02,2.7,8,256,1.4,1283
Lenovo,3,IPS Panel,2,1,3,35.56,2.7,4,128,1.7,761
Asus,3,Full HD,2,2,5,39.624,2.5,4,256,2,710
Dell,3,Full HD,1,1,5,39.624,1.6,4,256,2.2,951
Lenovo,4,IPS Panel,2,1,5,30.48,2.5,8,256,1.36,1815
Dell,3,Full HD,3,1,5,35.56,2.8,8,256,1.64,1498
MSI,1,Full HD,3,1,5,39.624,2.5,8,256,2.2,1306
Dell,5,IPS Panel,3,1,7,38.1,2.7,16,256,2.17,2509
Lenovo,3,Full HD,2,1,5,35.56,2.5,8,256,1.65,1709
Lenovo,3,Full HD,3,1,7,39.624,2.9,8,256,2.67,2655
Dell,4,Full HD,2,1,5,?,1.6,8,256,1.42,2340
Dell,5,Full HD,3,1,7,39.624,2.8,8,256,1.78,3059
Toshiba,3,IPS Panel,2,1,5,33.02,2.5,8,256,1.05,2124
HP,3,IPS Panel,2,1,5,33.02,1.6,4,128,1.49,922
Lenovo,3,IPS Panel,2,1,5,35.56,1.6,8,256,1.75,1333
Lenovo,3,IPS Panel,3,1,5,38.1,2.5,8,256,2.3,1286
Lenovo,3,Full HD,2,1,7,39.624,1.8,8,256,2.17,1142
Lenovo,3,IPS Panel,2,1,3,33.02,2.4,8,256,1.4,1206
Lenovo,3,IPS Panel,2,1,5,38.1,2.5,8,256,2.3,1157
Lenovo,3,Full HD,2,1,5,33.782,2.5,8,256,1.44,1206
Dell,4,IPS Panel,2,1,5,33.782,2.5,8,128,1.29,1142
HP,3,Full HD,3,1,5,39.624,2.5,8,256,2.04,1129
HP,4,IPS Panel,2,1,7,33.02,2.7,8,256,1.32,1777
Dell,3,Full HD,2,1,5,35.56,2.6,8,256,1.64,1626
Lenovo,3,Full HD,2,1,5,35.56,2.3,8,256,2.02,1702
Dell,3,Full HD,2,1,5,39.624,2.8,8,256,1.9,1749
Dell,3,Full HD,3,1,7,39.624,2.8,8,256,1.93,1739
Dell,3,Full HD,1,1,5,39.624,1.6,8,256,2.2,1013
Lenovo,3,IPS Panel,3,1,7,35.56,2.7,8,256,1.87,1091
Dell,3,Full HD,2,1,3,35.56,2,4,128,1.6,935
HP,3,Full HD,2,1,3,39.624,2.4,4,128,2.1,896
Lenovo,3,Full HD,2,1,3,39.624,2,4,128,2.2,634
Dell,3,Full HD,2,1,5,39.624,2.5,8,256,1.9,1419
Lenovo,3,Full HD,2,1,3,39.624,2.7,4,128,2.05,800
Lenovo,3,IPS Panel,3,1,7,43.18,2.8,8,256,3.4,3810
Lenovo,3,Full HD,2,1,5,39.624,2.5,8,256,2.3,1054
Dell,3,Full HD,1,2,7,39.624,2.7,8,256,2.2,951
HP,3,Full HD,2,1,3,33.782,2.4,4,128,1.49,913
Dell,3,Full HD,3,1,7,39.624,2.8,16,256,1.93,1953
Lenovo,4,IPS Panel,2,1,7,35.56,2.6,12,256,1.4,2125
Lenovo,3,IPS Panel,2,1,5,35.56,2.5,8,256,1.7,1872
Dell,5,Full HD,3,1,7,?,2.8,8,256,2.06,2240
HP,3,Full HD,2,1,7,39.624,2.7,8,256,1.84,1548
Toshiba,3,IPS Panel,2,1,7,38.1,2.5,8,256,2.2,1777
Dell,3,Full HD,1,2,5,39.624,2.5,4,128,2.18,723
Lenovo,3,Full HD,2,1,5,35.56,2.3,8,256,1.65,1861
Dell,3,Full HD,3,1,7,39.624,2.8,8,256,2,2312
Lenovo,3,Full HD,2,1,5,39.624,1.6,4,256,1.8,1053
Acer,4,IPS Panel,2,1,5,35.56,2.5,8,256,1.8,1167
Razer,1,Full HD,3,1,7,35.56,2.8,16,256,1.95,3301
Toshiba,3,Full HD,2,1,5,33.782,2.3,8,256,1.2,1541
Lenovo,4,IPS Panel,2,1,7,30.48,2.7,8,256,1.36,2012
Dell,4,Full HD,2,1,5,33.782,1.6,8,256,1.2,1842
Dell,3,Full HD,1,1,7,39.624,1.8,8,256,2.2,1167
Dell,3,Full HD,2,1,5,35.56,2.4,8,256,1.56,1561
Toshiba,3,IPS Panel,2,1,5,38.1,2.5,8,256,2,1598
Asus,4,Full HD,2,1,5,35.56,2.5,8,256,1.1,1442
Acer,1,Full HD,3,1,5,39.624,2.5,16,256,2.5,1650
MSI,1,Full HD,3,1,5,39.624,2.5,8,256,2.2,1268
HP,3,IPS Panel,1,1,3,43.18,2,4,256,2.5,888
Lenovo,3,Full HD,2,1,5,35.56,2.5,4,256,1.7,888
Toshiba,3,IPS Panel,2,1,5,33.02,2.5,8,256,1.5,1236
Dell,3,Full HD,2,1,5,39.624,2.5,8,256,2.18,1010
Lenovo,3,Full HD,2,1,5,35.56,2.3,8,256,1.8,1513
Dell,3,Full HD,3,2,5,35.56,2.8,8,256,1.64,1383
Lenovo,3,IPS Panel,3,1,5,35.56,2.5,8,256,1.87,1089
Dell,3,Full HD,2,1,5,39.624,2.6,8,256,1.9,1498
HP,3,Full HD,3,1,7,43.942,2.7,8,256,2.63,1524
Lenovo,4,IPS Panel,2,1,5,35.56,2.5,8,256,1.32,1904
Lenovo,3,IPS Panel,2,1,5,33.02,2.5,8,256,1.44,1219
HP,5,Full HD,3,1,7,39.624,2.8,16,256,2.6,3073
Toshiba,3,IPS Panel,2,1,5,35.56,2.5,8,256,1.25,1950
Samsung,4,Full HD,2,1,7,33.782,2.7,16,256,0.81,2095
HP,3,Full HD,2,1,3,39.624,2,8,256,1.86,685
HP,3,Full HD,2,1,5,39.624,2.4,8,256,1.84,2414
HP,5,Full HD,3,1,7,39.624,2.6,8,256,2.59,1983
Dell,4,Full HD,2,1,7,31.75,2.8,16,256,1.18,2361
Samsung,4,Full HD,2,1,7,?,2.7,8,256,1.31,2031
Dell,3,Full HD,1,1,7,39.624,2.7,16,256,2.3,1501
Acer,3,IPS Panel,2,1,3,35.56,2.4,4,128,1.8,808
Dell,1,Full HD,3,1,5,39.624,2.5,8,256,2.62,1251
Dell,3,Full HD,1,1,3,39.624,2,8,256,2,939
HP,5,Full HD,3,1,7,39.624,2.8,8,256,3.14,2623
Asus,3,Full HD,2,1,5,39.624,2.5,8,256,2.37,1396
Dell,4,Full HD,2,1,5,33.782,2.5,8,256,1.29,1904
Samsung,4,Full HD,2,1,5,33.782,2.5,8,256,0.81,1904
Dell,3,Full HD,1,1,5,39.624,2.5,8,256,2.18,1003
Lenovo,4,Full HD,2,1,7,35.56,2.7,8,256,1.32,2361
MSI,1,Full HD,3,1,5,39.624,2.5,8,256,2.4,1523
Acer,3,IPS Panel,2,1,3,35.56,2.4,8,128,1.5,786
Lenovo,3,Full HD,2,1,5,35.56,2.3,8,256,1.7,1507
Lenovo,3,IPS Panel,2,1,5,35.56,2.6,8,256,1.32,2096
Dell,3,Full HD,1,1,7,39.624,2.7,4,256,2.18,939
Lenovo,4,IPS Panel,3,1,7,35.56,2.8,8,256,1.96,2417
Asus,3,IPS Panel,3,1,7,38.1,2.7,8,256,2.3,1000
Dell,3,Full HD,2,1,5,39.624,2.5,8,128,1.9,1200
HP,3,Full HD,1,1,5,39.624,2.6,8,256,1.84,1714
Toshiba,3,Full HD,2,1,5,33.782,2.5,4,128,1.05,1632
Acer,3,IPS Panel,2,1,5,35.56,2.5,8,256,1.56,1146
Toshiba,3,IPS Panel,2,1,7,38.1,2.7,8,256,2,1763
Samsung,4,Full HD,3,1,7,38.1,2.7,16,256,1.23,2349
Dell,4,Full HD,2,1,7,31.75,2.8,8,256,1.6,2147
Xiaomi,4,IPS Panel,3,1,5,33.02,2.3,8,256,1.28,1188
HP,3,Full HD,2,1,5,39.624,2.5,4,256,2.04,1066
HP,3,Full HD,2,1,5,35.56,2.5,4,128,1.95,1607
Samsung,4,Full HD,2,1,7,38.1,2.7,8,256,1.17,2158
Lenovo,4,IPS Panel,2,1,5,35.56,2.5,8,256,1.32,2285
Toshiba,3,Full HD,2,1,5,33.782,2.5,8,256,1.05,1874
Dell,3,Full HD,2,1,5,35.56,2.8,8,256,1.6,1531
Lenovo,3,Full HD,3,1,7,39.624,2.7,6,256,2.2,1002
HP,3,Full HD,3,1,7,39.624,2.7,8,256,2.04,1294
Lenovo,3,Full HD,2,1,5,33.782,2.5,4,128,1.44,1119
HP,3,Full HD,2,1,5,33.782,2.5,8,256,1.49,1219
HP,4,Full HD,1,1,7,39.624,2.5,8,256,1.84,1648
Toshiba,3,IPS Panel,3,1,7,38.1,2.6,16,256,2.4,2509
Lenovo,4,IPS Panel,2,1,7,30.48,2.7,8,256,1.36,2096
HP,3,Full HD,2,1,5,39.624,2.3,8,256,2.31,1480
Toshiba,3,IPS Panel,2,1,5,35.56,2.3,4,128,1.47,1404
HP,2,Full HD,2,1,5,31.75,2.3,8,256,1.26,2120
Dell,4,Full HD,2,1,5,35.56,2.5,8,256,1.36,2082
Dell,4,Full HD,2,1,5,?,2.5,8,256,1.36,1870
Dell,4,Full HD,2,1,7,35.56,2.8,8,256,1.36,2255
Toshiba,3,Full HD,2,1,5,33.782,2.3,8,256,1.2,1855
Lenovo,4,IPS Panel,2,1,7,35.56,2.6,8,256,1.7,1891
Toshiba,3,Full HD,2,1,5,33.782,2.4,8,256,1.2,1950
Lenovo,4,IPS Panel,2,1,5,30.48,2.6,8,256,1.36,2236
Lenovo,3,Full HD,3,1,5,39.624,2.5,6,256,2.4,883
Toshiba,3,Full HD,2,1,5,35.56,2.3,8,256,1.95,1499
